"lon","lat","state"
-95.0833289046933,49.2500056977517,"Minnesota"
-94.9166622293345,49.2500056977517,"Minnesota"
-95.0833289046933,49.0833390223928,"Minnesota"
-94.9166622293345,49.0833390223928,"Minnesota"
-94.7499955539757,49.0833390223928,"Minnesota"
-122.583330338895,48.9166723470339,"Washington"
-122.416663663536,48.9166723470339,"Washington"
-122.249996988177,48.9166723470339,"Washington"
-122.083330312818,48.9166723470339,"Washington"
-121.916663637459,48.9166723470339,"Washington"
-121.749996962101,48.9166723470339,"Washington"
-121.583330286742,48.9166723470339,"Washington"
-121.416663611383,48.9166723470339,"Washington"
-121.249996936024,48.9166723470339,"Washington"
-121.083330260666,48.9166723470339,"Washington"
-120.916663585307,48.9166723470339,"Washington"
-120.749996909948,48.9166723470339,"Washington"
-120.583330234589,48.9166723470339,"Washington"
-120.41666355923,48.9166723470339,"Washington"
-120.249996883872,48.9166723470339,"Washington"
-120.083330208513,48.9166723470339,"Washington"
-119.916663533154,48.9166723470339,"Washington"
-119.749996857795,48.9166723470339,"Washington"
-119.583330182436,48.9166723470339,"Washington"
-119.416663507078,48.9166723470339,"Washington"
-119.249996831719,48.9166723470339,"Washington"
-119.08333015636,48.9166723470339,"Washington"
-118.916663481001,48.9166723470339,"Washington"
-118.749996805642,48.9166723470339,"Washington"
-118.583330130284,48.9166723470339,"Washington"
-118.416663454925,48.9166723470339,"Washington"
-118.249996779566,48.9166723470339,"Washington"
-118.083330104207,48.9166723470339,"Washington"
-117.916663428848,48.9166723470339,"Washington"
-117.74999675349,48.9166723470339,"Washington"
-117.583330078131,48.9166723470339,"Washington"
-117.416663402772,48.9166723470339,"Washington"
-117.249996727413,48.9166723470339,"Washington"
-117.083330052054,48.9166723470339,"Washington"
-116.916663376696,48.9166723470339,"Idaho"
-116.749996701337,48.9166723470339,"Idaho"
-116.583330025978,48.9166723470339,"Idaho"
-116.416663350619,48.9166723470339,"Idaho"
-116.24999667526,48.9166723470339,"Idaho"
-116.083329999902,48.9166723470339,"Idaho"
-115.916663324543,48.9166723470339,"Montana"
-115.749996649184,48.9166723470339,"Montana"
-115.583329973825,48.9166723470339,"Montana"
-115.416663298466,48.9166723470339,"Montana"
-115.249996623108,48.9166723470339,"Montana"
-115.083329947749,48.9166723470339,"Montana"
-114.91666327239,48.9166723470339,"Montana"
-114.749996597031,48.9166723470339,"Montana"
-114.583329921672,48.9166723470339,"Montana"
-114.416663246314,48.9166723470339,"Montana"
-114.249996570955,48.9166723470339,"Montana"
-114.083329895596,48.9166723470339,"Montana"
-113.916663220237,48.9166723470339,"Montana"
-113.749996544878,48.9166723470339,"Montana"
-113.58332986952,48.9166723470339,"Montana"
-113.416663194161,48.9166723470339,"Montana"
-113.249996518802,48.9166723470339,"Montana"
-113.083329843443,48.9166723470339,"Montana"
-112.916663168084,48.9166723470339,"Montana"
-112.749996492726,48.9166723470339,"Montana"
-112.583329817367,48.9166723470339,"Montana"
-112.416663142008,48.9166723470339,"Montana"
-112.249996466649,48.9166723470339,"Montana"
-112.083329791291,48.9166723470339,"Montana"
-111.916663115932,48.9166723470339,"Montana"
-111.749996440573,48.9166723470339,"Montana"
-111.583329765214,48.9166723470339,"Montana"
-111.416663089855,48.9166723470339,"Montana"
-111.249996414497,48.9166723470339,"Montana"
-111.083329739138,48.9166723470339,"Montana"
-110.916663063779,48.9166723470339,"Montana"
-110.74999638842,48.9166723470339,"Montana"
-110.583329713061,48.9166723470339,"Montana"
-110.416663037703,48.9166723470339,"Montana"
-110.249996362344,48.9166723470339,"Montana"
-110.083329686985,48.9166723470339,"Montana"
-109.916663011626,48.9166723470339,"Montana"
-109.749996336267,48.9166723470339,"Montana"
-109.583329660909,48.9166723470339,"Montana"
-109.41666298555,48.9166723470339,"Montana"
-109.249996310191,48.9166723470339,"Montana"
-109.083329634832,48.9166723470339,"Montana"
-108.916662959473,48.9166723470339,"Montana"
-108.749996284115,48.9166723470339,"Montana"
-108.583329608756,48.9166723470339,"Montana"
-108.416662933397,48.9166723470339,"Montana"
-108.249996258038,48.9166723470339,"Montana"
-108.083329582679,48.9166723470339,"Montana"
-107.916662907321,48.9166723470339,"Montana"
-107.749996231962,48.9166723470339,"Montana"
-107.583329556603,48.9166723470339,"Montana"
-107.416662881244,48.9166723470339,"Montana"
-107.249996205885,48.9166723470339,"Montana"
-107.083329530527,48.9166723470339,"Montana"
-106.916662855168,48.9166723470339,"Montana"
-106.749996179809,48.9166723470339,"Montana"
-106.58332950445,48.9166723470339,"Montana"
-106.416662829091,48.9166723470339,"Montana"
-106.249996153733,48.9166723470339,"Montana"
-106.083329478374,48.9166723470339,"Montana"
-105.916662803015,48.9166723470339,"Montana"
-105.749996127656,48.9166723470339,"Montana"
-105.583329452297,48.9166723470339,"Montana"
-105.416662776939,48.9166723470339,"Montana"
-105.24999610158,48.9166723470339,"Montana"
-105.083329426221,48.9166723470339,"Montana"
-104.916662750862,48.9166723470339,"Montana"
-104.749996075503,48.9166723470339,"Montana"
-104.583329400145,48.9166723470339,"Montana"
-104.416662724786,48.9166723470339,"Montana"
-104.249996049427,48.9166723470339,"Montana"
-104.083329374068,48.9166723470339,"Montana"
-103.916662698709,48.9166723470339,"North Dakota"
-103.749996023351,48.9166723470339,"North Dakota"
-103.583329347992,48.9166723470339,"North Dakota"
-103.416662672633,48.9166723470339,"North Dakota"
-103.249995997274,48.9166723470339,"North Dakota"
-103.083329321915,48.9166723470339,"North Dakota"
-102.916662646557,48.9166723470339,"North Dakota"
-102.749995971198,48.9166723470339,"North Dakota"
-102.583329295839,48.9166723470339,"North Dakota"
-102.41666262048,48.9166723470339,"North Dakota"
-102.249995945122,48.9166723470339,"North Dakota"
-102.083329269763,48.9166723470339,"North Dakota"
-101.916662594404,48.9166723470339,"North Dakota"
-101.749995919045,48.9166723470339,"North Dakota"
-101.583329243686,48.9166723470339,"North Dakota"
-101.416662568328,48.9166723470339,"North Dakota"
-101.249995892969,48.9166723470339,"North Dakota"
-101.08332921761,48.9166723470339,"North Dakota"
-100.916662542251,48.9166723470339,"North Dakota"
-100.749995866892,48.9166723470339,"North Dakota"
-100.583329191534,48.9166723470339,"North Dakota"
-100.416662516175,48.9166723470339,"North Dakota"
-100.249995840816,48.9166723470339,"North Dakota"
-100.083329165457,48.9166723470339,"North Dakota"
